start_time,start_time_formatted,end_time,end_time_formatted,class,confidence,num_windows,file,threshold
0.0,00:00.00,5.0,00:05.00,fab,0.9997365894845263,1,H1_20230726_120500_sel1.wav,0.01
0.0,00:00.00,5.0,00:05.00,fac,0.8587422255480975,1,H1_20230728_114450_sel2.wav,0.01
